,CID X LOC_NUM X VENDOR,target
2015,APP9RYT X 0 X 250,0
2015,APP9RYT X 0 X 303,1
2015,APP9RYT X 0 X 66,0
2015,APP9RYT X 0 X 310,0
2015,APP9RYT X 0 X 401,0
2015,APP9RYT X 0 X 176,0
2015,APP9RYT X 0 X 110,0
2015,APP9RYT X 0 X 843,0
2015,APP9RYT X 0 X 855,1
2015,APP9RYT X 0 X 67,0
2015,APP9RYT X 0 X 149,0
2015,APP9RYT X 0 X 115,1
2015,APP9RYT X 0 X 192,1
2016,APT05AH X 0 X 188,1
2016,APT05AH X 0 X 81,1
2016,APT05AH X 0 X 159,1
2016,APT05AH X 0 X 288,1
2016,APT05AH X 0 X 23,1
2016,APT05AH X 0 X 149,1
2016,APT05AH X 0 X 298,1
2016,APT05AH X 0 X 176,1
2016,APT05AH X 0 X 303,1
2016,APT05AH X 0 X 115,1
2016,APT05AH X 0 X 265,1
2016,APT05AH X 0 X 274,1
2016,APT05AH X 0 X 134,1
2016,APT05AH X 0 X 75,1
2016,APT05AH X 0 X 295,1
2016,APT05AH X 0 X 250,1
2016,APT05AH X 0 X 216,1
2016,APT05AH X 0 X 310,1
2016,APT05AH X 0 X 843,1
2016,APT05AH X 0 X 13,1
2017,APVLAQ5 X 0 X 250,1
2017,APVLAQ5 X 0 X 197,1
2017,APVLAQ5 X 0 X 298,1
2017,APVLAQ5 X 0 X 159,1
2017,APVLAQ5 X 0 X 303,1
2017,APVLAQ5 X 0 X 180,1
2017,APVLAQ5 X 0 X 115,1
2017,APVLAQ5 X 0 X 274,1
2017,APVLAQ5 X 0 X 259,1
2017,APVLAQ5 X 0 X 188,1
2017,APVLAQ5 X 0 X 265,1
2017,APVLAQ5 X 0 X 134,1
2017,APVLAQ5 X 0 X 310,1
2017,APVLAQ5 X 0 X 176,1
2017,APVLAQ5 X 0 X 577,1
2017,APVLAQ5 X 0 X 55,1
2017,APVLAQ5 X 0 X 295,1
2017,APVLAQ5 X 0 X 294,1
2017,APVLAQ5 X 0 X 110,1
2017,APVLAQ5 X 0 X 271,1
2018,APXJIRO X 0 X 300,0
2018,APXJIRO X 0 X 231,0
2018,APXJIRO X 0 X 75,0
2018,APXJIRO X 0 X 90,0
2018,APXJIRO X 0 X 115,0
2018,APXJIRO X 0 X 250,0
2018,APXJIRO X 0 X 843,0
2018,APXJIRO X 0 X 76,0
2018,APXJIRO X 0 X 294,0
2018,APXJIRO X 0 X 398,0
2018,APXJIRO X 0 X 303,0
2018,APXJIRO X 0 X 298,0
2018,APXJIRO X 0 X 221,0
2018,APXJIRO X 0 X 110,0
2018,APXJIRO X 0 X 583,0
2018,APXJIRO X 0 X 55,0
2018,APXJIRO X 0 X 401,0
2018,APXJIRO X 0 X 265,0
2018,APXJIRO X 0 X 289,1
2018,APXJIRO X 0 X 193,0
2019,AQ3VOBF X 0 X 846,1
2019,AQ3VOBF X 0 X 76,1
2019,AQ3VOBF X 0 X 159,1
2019,AQ3VOBF X 0 X 274,1
2019,AQ3VOBF X 0 X 75,1
2019,AQ3VOBF X 0 X 294,1
2019,AQ3VOBF X 0 X 90,1
2019,AQ3VOBF X 0 X 113,1
2019,AQ3VOBF X 0 X 13,1
2019,AQ3VOBF X 0 X 231,1
2019,AQ3VOBF X 0 X 216,1
2019,AQ3VOBF X 0 X 295,1
2019,AQ3VOBF X 0 X 188,1
2019,AQ3VOBF X 0 X 265,1
2019,AQ3VOBF X 0 X 115,1
2019,AQ3VOBF X 0 X 303,1
2019,AQ3VOBF X 0 X 310,1
2019,AQ3VOBF X 0 X 855,1
2019,AQ3VOBF X 0 X 134,1
2019,AQ3VOBF X 0 X 196,1
2020,AQBNJMR X 0 X 180,1
2020,AQBNJMR X 0 X 310,1
2020,AQBNJMR X 0 X 197,1
2020,AQBNJMR X 0 X 303,1
2020,AQBNJMR X 0 X 259,1
2020,AQBNJMR X 0 X 110,1
2020,AQBNJMR X 0 X 577,1
2020,AQBNJMR X 0 X 298,1
2020,AQBNJMR X 0 X 159,1
2020,AQBNJMR X 0 X 115,1
2020,AQBNJMR X 0 X 250,1
2020,AQBNJMR X 0 X 295,1
2020,AQBNJMR X 0 X 265,1
2020,AQBNJMR X 0 X 134,1
2020,AQBNJMR X 0 X 274,1
2020,AQBNJMR X 0 X 188,1
2020,AQBNJMR X 0 X 271,1
2020,AQBNJMR X 0 X 55,1
2020,AQBNJMR X 0 X 294,1
2020,AQBNJMR X 0 X 176,1
2021,AQEK659 X 0 X 161,0
2021,AQEK659 X 0 X 85,0
2021,AQEK659 X 0 X 303,0
2021,AQEK659 X 0 X 843,0
2021,AQEK659 X 0 X 84,0
2021,AQEK659 X 0 X 577,0
2021,AQEK659 X 0 X 76,0
2021,AQEK659 X 0 X 259,0
2021,AQEK659 X 0 X 159,0
2021,AQEK659 X 0 X 115,0
2021,AQEK659 X 0 X 216,0
2021,AQEK659 X 0 X 298,0
2021,AQEK659 X 0 X 154,0
2021,AQEK659 X 0 X 149,0
2021,AQEK659 X 0 X 294,0
2021,AQEK659 X 0 X 75,0
2021,AQEK659 X 0 X 295,0
2021,AQEK659 X 0 X 265,0
2021,AQEK659 X 0 X 110,0
2021,AQEK659 X 0 X 274,0
2022,AQFNNM2 X 0 X 106,0
2022,AQFNNM2 X 0 X 23,0
2022,AQFNNM2 X 0 X 159,0
2022,AQFNNM2 X 0 X 20,0
2022,AQFNNM2 X 0 X 195,0
2022,AQFNNM2 X 0 X 401,0
2022,AQFNNM2 X 0 X 303,0
2022,AQFNNM2 X 0 X 180,0
2022,AQFNNM2 X 0 X 176,0
2022,AQFNNM2 X 0 X 265,1
2022,AQFNNM2 X 0 X 681,1
2022,AQFNNM2 X 0 X 76,0
2022,AQFNNM2 X 0 X 188,0
2022,AQFNNM2 X 0 X 149,0
2022,AQFNNM2 X 0 X 250,0
2022,AQFNNM2 X 0 X 196,0
2022,AQFNNM2 X 0 X 288,0
2022,AQFNNM2 X 0 X 843,0
2022,AQFNNM2 X 0 X 115,0
2022,AQFNNM2 X 0 X 271,0
2023,AQIXLKH X 0 X 294,1
2023,AQIXLKH X 0 X 188,1
2023,AQIXLKH X 0 X 110,1
2023,AQIXLKH X 0 X 265,1
2023,AQIXLKH X 0 X 159,1
2023,AQIXLKH X 0 X 250,1
2023,AQIXLKH X 0 X 274,1
2023,AQIXLKH X 0 X 55,1
2023,AQIXLKH X 0 X 221,1
2023,AQIXLKH X 0 X 115,1
2023,AQIXLKH X 0 X 216,1
2023,AQIXLKH X 0 X 298,1
2023,AQIXLKH X 0 X 161,1
2023,AQIXLKH X 0 X 176,1
2023,AQIXLKH X 0 X 303,1
2023,AQIXLKH X 0 X 67,1
2023,AQIXLKH X 0 X 459,1
2023,AQIXLKH X 0 X 75,1
2023,AQIXLKH X 0 X 243,1
2023,AQIXLKH X 0 X 295,1
2024,AQLK73C X 0 X 159,1
2024,AQLK73C X 0 X 76,1
2024,AQLK73C X 0 X 303,1
2024,AQLK73C X 0 X 274,1
2024,AQLK73C X 0 X 221,1
2024,AQLK73C X 0 X 259,1
2024,AQLK73C X 0 X 265,1
2024,AQLK73C X 0 X 149,1
2024,AQLK73C X 0 X 294,1
2024,AQLK73C X 0 X 298,1
2024,AQLK73C X 0 X 310,1
2024,AQLK73C X 0 X 577,1
2024,AQLK73C X 0 X 75,1
2024,AQLK73C X 0 X 196,1
2024,AQLK73C X 0 X 115,1
2024,AQLK73C X 0 X 216,1
2024,AQLK73C X 0 X 843,1
2024,AQLK73C X 0 X 55,1
2024,AQLK73C X 0 X 295,1
2024,AQLK73C X 0 X 85,1
2025,AQWRMGT X 0 X 81,1
2025,AQWRMGT X 0 X 288,1
2025,AQWRMGT X 0 X 265,1
2025,AQWRMGT X 0 X 134,1
2025,AQWRMGT X 0 X 295,1
2025,AQWRMGT X 0 X 843,1
2025,AQWRMGT X 0 X 75,1
2025,AQWRMGT X 0 X 149,1
2025,AQWRMGT X 0 X 180,1
2025,AQWRMGT X 0 X 188,1
2025,AQWRMGT X 0 X 13,1
2025,AQWRMGT X 0 X 401,1
2025,AQWRMGT X 0 X 274,1
2025,AQWRMGT X 0 X 298,1
2025,AQWRMGT X 0 X 159,1
2025,AQWRMGT X 0 X 176,1
2025,AQWRMGT X 0 X 250,1
2025,AQWRMGT X 0 X 303,1
2025,AQWRMGT X 0 X 115,1
2025,AQWRMGT X 0 X 67,1
2026,AQYACEX X 0 X 298,0
2026,AQYACEX X 0 X 274,0
2026,AQYACEX X 0 X 176,0
2026,AQYACEX X 0 X 231,0
2026,AQYACEX X 0 X 288,0
2026,AQYACEX X 0 X 188,0
2026,AQYACEX X 0 X 855,1
2026,AQYACEX X 0 X 401,0
2026,AQYACEX X 0 X 67,0
2026,AQYACEX X 0 X 294,0
2026,AQYACEX X 0 X 265,0
2026,AQYACEX X 0 X 250,0
2026,AQYACEX X 0 X 115,1
2026,AQYACEX X 0 X 303,0
2026,AQYACEX X 0 X 110,0
2026,AQYACEX X 0 X 843,0
2026,AQYACEX X 0 X 196,1
2026,AQYACEX X 0 X 310,0
2026,AQYACEX X 0 X 161,0
2026,AQYACEX X 0 X 192,1
2027,AR3YG0Z X 0 X 161,1
2027,AR3YG0Z X 0 X 75,1
2027,AR3YG0Z X 0 X 295,1
2027,AR3YG0Z X 0 X 55,1
2027,AR3YG0Z X 0 X 197,1
2027,AR3YG0Z X 0 X 115,1
2027,AR3YG0Z X 0 X 298,1
2027,AR3YG0Z X 0 X 76,1
2027,AR3YG0Z X 0 X 391,1
2027,AR3YG0Z X 0 X 221,1
2027,AR3YG0Z X 0 X 159,1
2027,AR3YG0Z X 0 X 841,1
2027,AR3YG0Z X 0 X 419,1
2027,AR3YG0Z X 0 X 106,1
2027,AR3YG0Z X 0 X 294,1
2027,AR3YG0Z X 0 X 274,1
2027,AR3YG0Z X 0 X 188,1
2027,AR3YG0Z X 0 X 265,1
2027,AR3YG0Z X 0 X 216,1
2027,AR3YG0Z X 0 X 303,1
2028,AR86WZV X 0 X 115,1
2028,AR86WZV X 0 X 298,1
2028,AR86WZV X 0 X 196,1
2028,AR86WZV X 0 X 271,1
2028,AR86WZV X 0 X 188,1
2028,AR86WZV X 0 X 843,1
2028,AR86WZV X 0 X 176,1
2028,AR86WZV X 0 X 547,1
2028,AR86WZV X 0 X 401,1
2028,AR86WZV X 0 X 110,1
2028,AR86WZV X 0 X 265,1
2028,AR86WZV X 0 X 303,1
2028,AR86WZV X 0 X 288,1
2028,AR86WZV X 0 X 274,1
2028,AR86WZV X 0 X 134,1
2028,AR86WZV X 0 X 159,1
2028,AR86WZV X 0 X 67,1
2028,AR86WZV X 0 X 55,1
2028,AR86WZV X 0 X 294,1
2028,AR86WZV X 0 X 250,1
2029,AR9FUJR X 0 X 159,1
2029,AR9FUJR X 0 X 134,1
2029,AR9FUJR X 0 X 106,1
2029,AR9FUJR X 0 X 547,1
2029,AR9FUJR X 0 X 67,1
2029,AR9FUJR X 0 X 259,1
2029,AR9FUJR X 0 X 55,1
2029,AR9FUJR X 0 X 13,1
2029,AR9FUJR X 0 X 110,1
2029,AR9FUJR X 0 X 298,1
2029,AR9FUJR X 0 X 196,1
2029,AR9FUJR X 0 X 180,1
2029,AR9FUJR X 0 X 271,1
2029,AR9FUJR X 0 X 176,1
2029,AR9FUJR X 0 X 577,1
2029,AR9FUJR X 0 X 115,1
2029,AR9FUJR X 0 X 303,1
2029,AR9FUJR X 0 X 188,1
2029,AR9FUJR X 0 X 310,1
2029,AR9FUJR X 0 X 265,1
2030,ARHG15A X 0 X 843,0
2030,ARHG15A X 0 X 298,0
2030,ARHG15A X 0 X 106,0
2030,ARHG15A X 0 X 289,0
2030,ARHG15A X 0 X 110,0
2030,ARHG15A X 0 X 76,0
2030,ARHG15A X 0 X 577,0
2030,ARHG15A X 0 X 157,0
2030,ARHG15A X 0 X 294,0
2030,ARHG15A X 0 X 265,0
2030,ARHG15A X 0 X 310,0
2030,ARHG15A X 0 X 176,0
2030,ARHG15A X 0 X 303,0
2030,ARHG15A X 0 X 55,0
2030,ARHG15A X 0 X 583,0
2030,ARHG15A X 0 X 547,0
2030,ARHG15A X 0 X 115,0
2030,ARHG15A X 0 X 149,0
2030,ARHG15A X 0 X 191,0
2030,ARHG15A X 0 X 250,0
2031,ARQSA0B X 0 X 310,0
2031,ARQSA0B X 0 X 298,0
2031,ARQSA0B X 0 X 196,0
2031,ARQSA0B X 0 X 250,0
2031,ARQSA0B X 0 X 288,0
2031,ARQSA0B X 0 X 149,0
2031,ARQSA0B X 0 X 401,0
2031,ARQSA0B X 0 X 192,0
2031,ARQSA0B X 0 X 161,0
2031,ARQSA0B X 0 X 67,0
2031,ARQSA0B X 0 X 176,0
2031,ARQSA0B X 0 X 13,0
2031,ARQSA0B X 0 X 115,0
2031,ARQSA0B X 0 X 855,0
2031,ARQSA0B X 0 X 843,0
2031,ARQSA0B X 0 X 274,0
2031,ARQSA0B X 0 X 265,0
2031,ARQSA0B X 0 X 303,0
2031,ARQSA0B X 0 X 188,0
2031,ARQSA0B X 0 X 110,0
2032,AS9PYP5 X 0 X 197,1
2032,AS9PYP5 X 0 X 298,1
2032,AS9PYP5 X 0 X 110,1
2032,AS9PYP5 X 0 X 843,1
2032,AS9PYP5 X 0 X 115,1
2032,AS9PYP5 X 0 X 573,1
2032,AS9PYP5 X 0 X 310,1
2032,AS9PYP5 X 0 X 855,1
2032,AS9PYP5 X 0 X 271,1
2032,AS9PYP5 X 0 X 303,1
2032,AS9PYP5 X 0 X 401,1
2032,AS9PYP5 X 0 X 304,1
2032,AS9PYP5 X 0 X 294,1
2032,AS9PYP5 X 0 X 243,1
2032,AS9PYP5 X 0 X 196,1
2032,AS9PYP5 X 0 X 250,1
2032,AS9PYP5 X 0 X 192,1
2032,AS9PYP5 X 0 X 582,1
2032,AS9PYP5 X 0 X 265,1
2032,AS9PYP5 X 0 X 161,1
2033,ASFI9EN X 0 X 110,0
2033,ASFI9EN X 0 X 192,1
2033,ASFI9EN X 0 X 176,0
2033,ASFI9EN X 0 X 855,1
2033,ASFI9EN X 0 X 66,0
2033,ASFI9EN X 0 X 67,0
2033,ASFI9EN X 0 X 231,0
2033,ASFI9EN X 0 X 115,0
2033,ASFI9EN X 0 X 294,0
2033,ASFI9EN X 0 X 401,0
2033,ASFI9EN X 0 X 274,0
2033,ASFI9EN X 0 X 843,0
2033,ASFI9EN X 0 X 196,1
2033,ASFI9EN X 0 X 303,0
2033,ASFI9EN X 0 X 250,0
2033,ASFI9EN X 0 X 310,0
2033,ASFI9EN X 0 X 188,0
2033,ASFI9EN X 0 X 149,0
2033,ASFI9EN X 0 X 265,0
2033,ASFI9EN X 0 X 161,0
2034,AT191IF X 0 X 300,0
2034,AT191IF X 0 X 134,0
2034,AT191IF X 0 X 845,0
2034,AT191IF X 0 X 55,0
2034,AT191IF X 0 X 288,0
2034,AT191IF X 0 X 231,0
2034,AT191IF X 0 X 303,0
2034,AT191IF X 0 X 265,0
2034,AT191IF X 0 X 203,0
2034,AT191IF X 0 X 250,0
2034,AT191IF X 0 X 188,0
2034,AT191IF X 0 X 149,0
2034,AT191IF X 0 X 295,0
2034,AT191IF X 0 X 180,0
2034,AT191IF X 0 X 294,0
2034,AT191IF X 0 X 221,0
2034,AT191IF X 0 X 243,0
2034,AT191IF X 0 X 176,0
2034,AT191IF X 0 X 577,0
2034,AT191IF X 0 X 843,0
2035,AT1VTSA X 0 X 221,1
2035,AT1VTSA X 0 X 843,1
2035,AT1VTSA X 0 X 265,1
2035,AT1VTSA X 0 X 303,1
2035,AT1VTSA X 0 X 55,1
2035,AT1VTSA X 0 X 295,1
2035,AT1VTSA X 0 X 149,1
2035,AT1VTSA X 0 X 298,1
2035,AT1VTSA X 0 X 176,1
2035,AT1VTSA X 0 X 577,1
2035,AT1VTSA X 0 X 274,1
2035,AT1VTSA X 0 X 75,1
2035,AT1VTSA X 0 X 110,1
2035,AT1VTSA X 0 X 159,1
2035,AT1VTSA X 0 X 161,1
2035,AT1VTSA X 0 X 250,1
2035,AT1VTSA X 0 X 259,1
2035,AT1VTSA X 0 X 188,1
2035,AT1VTSA X 0 X 115,1
2035,AT1VTSA X 0 X 288,1
2036,ATA7P6C X 0 X 196,0
2036,ATA7P6C X 0 X 221,0
2036,ATA7P6C X 0 X 159,1
2036,ATA7P6C X 0 X 134,0
2036,ATA7P6C X 0 X 13,0
2036,ATA7P6C X 0 X 310,0
2036,ATA7P6C X 0 X 265,1
2036,ATA7P6C X 0 X 176,0
2036,ATA7P6C X 0 X 110,0
2036,ATA7P6C X 0 X 843,0
2036,ATA7P6C X 0 X 250,1
2036,ATA7P6C X 0 X 303,1
2036,ATA7P6C X 0 X 75,1
2036,ATA7P6C X 0 X 149,0
2036,ATA7P6C X 0 X 43,0
2036,ATA7P6C X 0 X 55,0
2036,ATA7P6C X 0 X 271,0
2036,ATA7P6C X 0 X 188,1
2036,ATA7P6C X 0 X 298,1
2036,ATA7P6C X 0 X 115,1
2037,ATAA6UY X 0 X 159,1
2037,ATAA6UY X 0 X 75,1
2037,ATAA6UY X 0 X 149,1
2037,ATAA6UY X 0 X 265,1
2037,ATAA6UY X 0 X 221,1
2037,ATAA6UY X 0 X 55,1
2037,ATAA6UY X 0 X 180,1
2037,ATAA6UY X 0 X 115,1
2037,ATAA6UY X 0 X 259,1
2037,ATAA6UY X 0 X 271,1
2037,ATAA6UY X 0 X 196,1
2037,ATAA6UY X 0 X 294,1
2037,ATAA6UY X 0 X 577,1
2037,ATAA6UY X 0 X 154,1
2037,ATAA6UY X 0 X 295,1
2037,ATAA6UY X 0 X 274,1
2037,ATAA6UY X 0 X 843,1
2037,ATAA6UY X 0 X 250,1
2037,ATAA6UY X 0 X 161,1
2037,ATAA6UY X 0 X 303,1
2038,ATCIV1T X 0 X 13,1
2038,ATCIV1T X 0 X 401,1
2038,ATCIV1T X 0 X 159,1
2038,ATCIV1T X 0 X 298,1
2038,ATCIV1T X 0 X 288,1
2038,ATCIV1T X 0 X 149,1
2038,ATCIV1T X 0 X 271,1
2038,ATCIV1T X 0 X 265,1
2038,ATCIV1T X 0 X 216,1
2038,ATCIV1T X 0 X 115,1
2038,ATCIV1T X 0 X 188,1
2038,ATCIV1T X 0 X 196,1
2038,ATCIV1T X 0 X 274,1
2038,ATCIV1T X 0 X 294,1
2038,ATCIV1T X 0 X 295,1
2038,ATCIV1T X 0 X 304,1
2038,ATCIV1T X 0 X 23,1
2038,ATCIV1T X 0 X 843,1
2038,ATCIV1T X 0 X 303,1
2038,ATCIV1T X 0 X 250,1
2039,ATE5AW7 X 0 X 76,1
2039,ATE5AW7 X 0 X 843,1
2039,ATE5AW7 X 0 X 582,1
2039,ATE5AW7 X 0 X 547,1
2039,ATE5AW7 X 0 X 20,1
2039,ATE5AW7 X 0 X 106,1
2039,ATE5AW7 X 0 X 577,1
2039,ATE5AW7 X 0 X 13,1
2039,ATE5AW7 X 0 X 841,1
2039,ATE5AW7 X 0 X 115,1
2039,ATE5AW7 X 0 X 216,1
2039,ATE5AW7 X 0 X 55,1
2039,ATE5AW7 X 0 X 583,1
2039,ATE5AW7 X 0 X 298,1
2039,ATE5AW7 X 0 X 295,1
2039,ATE5AW7 X 0 X 265,1
2039,ATE5AW7 X 0 X 197,1
2039,ATE5AW7 X 0 X 176,1
2039,ATE5AW7 X 0 X 303,1
2039,ATE5AW7 X 0 X 159,1
2040,ATFAKX1 X 0 X 303,0
2040,ATFAKX1 X 0 X 134,0
2040,ATFAKX1 X 0 X 295,0
2040,ATFAKX1 X 0 X 23,0
2040,ATFAKX1 X 0 X 304,0
2040,ATFAKX1 X 0 X 197,0
2040,ATFAKX1 X 0 X 681,0
2040,ATFAKX1 X 0 X 106,0
2040,ATFAKX1 X 0 X 193,0
2040,ATFAKX1 X 0 X 180,0
2040,ATFAKX1 X 0 X 578,0
2040,ATFAKX1 X 0 X 294,0
2040,ATFAKX1 X 0 X 577,0
2040,ATFAKX1 X 0 X 401,0
2040,ATFAKX1 X 0 X 843,0
2040,ATFAKX1 X 0 X 841,0
2040,ATFAKX1 X 0 X 221,0
2040,ATFAKX1 X 0 X 55,0
2040,ATFAKX1 X 0 X 195,0
2040,ATFAKX1 X 0 X 145,0
2041,ATKRCQW X 0 X 115,1
2041,ATKRCQW X 0 X 265,1
2041,ATKRCQW X 0 X 75,1
2041,ATKRCQW X 0 X 250,1
2041,ATKRCQW X 0 X 76,1
2041,ATKRCQW X 0 X 159,1
2041,ATKRCQW X 0 X 149,1
2041,ATKRCQW X 0 X 106,1
2041,ATKRCQW X 0 X 295,1
2041,ATKRCQW X 0 X 216,1
2041,ATKRCQW X 0 X 843,1
2041,ATKRCQW X 0 X 300,1
2041,ATKRCQW X 0 X 176,1
2041,ATKRCQW X 0 X 303,1
2041,ATKRCQW X 0 X 188,1
2041,ATKRCQW X 0 X 577,1
2041,ATKRCQW X 0 X 20,1
2041,ATKRCQW X 0 X 55,1
2041,ATKRCQW X 0 X 13,1
2041,ATKRCQW X 0 X 298,1
2042,ATXSGH1 X 0 X 843,0
2042,ATXSGH1 X 0 X 295,0
2042,ATXSGH1 X 0 X 547,0
2042,ATXSGH1 X 0 X 583,0
2042,ATXSGH1 X 0 X 841,0
2042,ATXSGH1 X 0 X 216,0
2042,ATXSGH1 X 0 X 159,0
2042,ATXSGH1 X 0 X 20,0
2042,ATXSGH1 X 0 X 115,0
2042,ATXSGH1 X 0 X 303,0
2042,ATXSGH1 X 0 X 13,0
2042,ATXSGH1 X 0 X 582,0
2042,ATXSGH1 X 0 X 197,0
2042,ATXSGH1 X 0 X 76,0
2042,ATXSGH1 X 0 X 298,0
2042,ATXSGH1 X 0 X 265,0
2042,ATXSGH1 X 0 X 55,0
2042,ATXSGH1 X 0 X 106,1
2042,ATXSGH1 X 0 X 176,0
2042,ATXSGH1 X 0 X 577,0
2043,ATZP6WC X 0 X 250,1
2043,ATZP6WC X 0 X 159,1
2043,ATZP6WC X 0 X 154,1
2043,ATZP6WC X 0 X 75,1
2043,ATZP6WC X 0 X 295,1
2043,ATZP6WC X 0 X 161,1
2043,ATZP6WC X 0 X 115,1
2043,ATZP6WC X 0 X 843,1
2043,ATZP6WC X 0 X 265,1
2043,ATZP6WC X 0 X 188,1
2043,ATZP6WC X 0 X 577,1
2043,ATZP6WC X 0 X 180,1
2043,ATZP6WC X 0 X 274,1
2043,ATZP6WC X 0 X 196,1
2043,ATZP6WC X 0 X 294,1
2043,ATZP6WC X 0 X 303,1
2043,ATZP6WC X 0 X 271,1
2043,ATZP6WC X 0 X 259,1
2043,ATZP6WC X 0 X 221,1
2043,ATZP6WC X 0 X 55,1
2044,AU0UQEM X 0 X 55,1
2044,AU0UQEM X 0 X 265,1
2044,AU0UQEM X 0 X 843,1
2044,AU0UQEM X 0 X 75,1
2044,AU0UQEM X 0 X 188,1
2044,AU0UQEM X 0 X 197,1
2044,AU0UQEM X 0 X 106,1
2044,AU0UQEM X 0 X 274,1
2044,AU0UQEM X 0 X 295,1
2044,AU0UQEM X 0 X 161,1
2044,AU0UQEM X 0 X 231,1
2044,AU0UQEM X 0 X 303,1
2044,AU0UQEM X 0 X 298,1
2044,AU0UQEM X 0 X 391,1
2044,AU0UQEM X 0 X 401,1
2044,AU0UQEM X 0 X 201,1
2044,AU0UQEM X 0 X 159,1
2044,AU0UQEM X 0 X 28,1
2044,AU0UQEM X 0 X 221,1
2044,AU0UQEM X 0 X 419,1
2045,AUD7ZF6 X 0 X 159,0
2045,AUD7ZF6 X 0 X 90,0
2045,AUD7ZF6 X 0 X 110,0
2045,AUD7ZF6 X 0 X 196,0
2045,AUD7ZF6 X 0 X 78,1
2045,AUD7ZF6 X 0 X 221,0
2045,AUD7ZF6 X 0 X 161,0
2045,AUD7ZF6 X 0 X 303,0
2045,AUD7ZF6 X 0 X 577,0
2045,AUD7ZF6 X 0 X 197,0
2045,AUD7ZF6 X 0 X 295,0
2045,AUD7ZF6 X 0 X 299,0
2045,AUD7ZF6 X 0 X 115,0
2045,AUD7ZF6 X 0 X 243,0
2045,AUD7ZF6 X 0 X 265,0
2045,AUD7ZF6 X 0 X 154,0
2045,AUD7ZF6 X 0 X 55,0
2045,AUD7ZF6 X 0 X 294,0
2045,AUD7ZF6 X 0 X 67,0
2045,AUD7ZF6 X 0 X 274,0
2046,AUD81Y7 X 0 X 274,0
2046,AUD81Y7 X 0 X 300,1
2046,AUD81Y7 X 0 X 303,1
2046,AUD81Y7 X 0 X 159,1
2046,AUD81Y7 X 0 X 221,1
2046,AUD81Y7 X 0 X 20,0
2046,AUD81Y7 X 0 X 149,1
2046,AUD81Y7 X 0 X 216,1
2046,AUD81Y7 X 0 X 295,1
2046,AUD81Y7 X 0 X 115,1
2046,AUD81Y7 X 0 X 82,1
2046,AUD81Y7 X 0 X 298,1
2046,AUD81Y7 X 0 X 265,1
2046,AUD81Y7 X 0 X 4,1
2046,AUD81Y7 X 0 X 55,1
2046,AUD81Y7 X 0 X 75,1
2046,AUD81Y7 X 0 X 13,1
2046,AUD81Y7 X 0 X 294,1
2046,AUD81Y7 X 0 X 188,1
2046,AUD81Y7 X 0 X 176,1
2047,AUEURIU X 0 X 161,1
2047,AUEURIU X 0 X 55,1
2047,AUEURIU X 0 X 303,1
2047,AUEURIU X 0 X 66,1
2047,AUEURIU X 0 X 115,1
2047,AUEURIU X 0 X 196,1
2047,AUEURIU X 0 X 294,1
2047,AUEURIU X 0 X 855,1
2047,AUEURIU X 0 X 216,1
2047,AUEURIU X 0 X 113,1
2047,AUEURIU X 0 X 13,1
2047,AUEURIU X 0 X 231,1
2047,AUEURIU X 0 X 106,1
2047,AUEURIU X 0 X 295,1
2047,AUEURIU X 0 X 841,1
2047,AUEURIU X 0 X 76,1
2047,AUEURIU X 0 X 207,1
2047,AUEURIU X 0 X 159,1
2047,AUEURIU X 0 X 274,1
2047,AUEURIU X 0 X 265,1
2048,AUID084 X 0 X 298,1
2048,AUID084 X 0 X 265,1
2048,AUID084 X 0 X 855,1
2048,AUID084 X 0 X 295,1
2048,AUID084 X 0 X 192,1
2048,AUID084 X 0 X 271,1
2048,AUID084 X 0 X 13,1
2048,AUID084 X 0 X 149,1
2048,AUID084 X 0 X 841,1
2048,AUID084 X 0 X 310,1
2048,AUID084 X 0 X 176,1
2048,AUID084 X 0 X 23,1
2048,AUID084 X 0 X 843,1
2048,AUID084 X 0 X 159,1
2048,AUID084 X 0 X 115,1
2048,AUID084 X 0 X 216,1
2048,AUID084 X 0 X 858,1
2048,AUID084 X 0 X 106,1
2048,AUID084 X 0 X 303,1
2048,AUID084 X 0 X 196,1
2049,AUJ0I1F X 0 X 115,1
2049,AUJ0I1F X 0 X 149,0
2049,AUJ0I1F X 0 X 176,0
2049,AUJ0I1F X 0 X 300,1
2049,AUJ0I1F X 0 X 20,0
2049,AUJ0I1F X 0 X 274,0
2049,AUJ0I1F X 0 X 295,1
2049,AUJ0I1F X 0 X 13,1
2049,AUJ0I1F X 0 X 82,0
2049,AUJ0I1F X 0 X 4,0
2049,AUJ0I1F X 0 X 75,1
2049,AUJ0I1F X 0 X 90,0
2049,AUJ0I1F X 0 X 294,0
2049,AUJ0I1F X 0 X 55,0
2049,AUJ0I1F X 0 X 159,1
2049,AUJ0I1F X 0 X 298,0
2049,AUJ0I1F X 0 X 303,0
2049,AUJ0I1F X 0 X 216,1
2049,AUJ0I1F X 0 X 265,0
2049,AUJ0I1F X 0 X 221,0
2050,AUN69G1 X 0 X 180,1
2050,AUN69G1 X 0 X 303,1
2050,AUN69G1 X 0 X 75,1
2050,AUN69G1 X 0 X 843,1
2050,AUN69G1 X 0 X 271,1
2050,AUN69G1 X 0 X 188,1
2050,AUN69G1 X 0 X 159,1
